acceptance_reasons,challenger_selection_reason,cost_converged,improvement_over_original,instance_id,matrix_disagreement_from_original,matrix_stable,matrix_target_accepted,max_customer_membership_instability,max_near_best_matrix_disagreement,mean_near_best_matrix_disagreement,n_customers,near_best_seed_count,needs_review,original_cost,ortools_beats_pyvrp,ortools_checked,ortools_cost,ortools_feasible,pyvrp_best_cost,pyvrp_candidate_count,pyvrp_feasible_count,pyvrp_seed_spread_relative,pyvrp_worst_cost,reference_accepted,reference_base_seed,reference_cost,reference_derived_seed,reference_num_vehicles,reference_route_hash,reference_runtime_seconds,reference_solver,reference_time_budget,relative_improvement_over_original,source_file,vehicle_count_delta_from_original
"[""route_membership_ambiguous""]",unstable_matrix,True,0.27570742102100176,cvrp_s7799_n20-50-100_x66667_cvrp100_1293,0.08949494949494949,False,False,0.2,0.08464646464646465,0.05653198653198654,100,4,True,15.080174680461933,False,True,15.868426462115618,True,14.804467259440932,4,4,0.0005989971415826936,14.813335093011991,True,9101,14.804467259440932,1152624414,10,cff39c534c92a299469d22feb274154853801cadb13019d0ba04d75a0d57b20a,40.08350110000174,pyvrp,40.0,0.018282773698782933,cvrp100_1293.json,0
"[""accepted""]",not_selected,True,0.3461765975622324,cvrp_s7799_n20-50-100_x66667_cvrp100_13068,0.09393939393939393,True,True,0.0,0.0,0.0,100,4,False,16.05568558040361,False,False,,False,15.709508982841376,4,4,1.1307526169917e-16,15.709508982841378,True,9103,15.709508982841376,2608130136,10,0f611a8b4676fff83c9aad4fb861b57829263d4a4d063c0743d187734add0167,40.09240690000297,pyvrp,40.0,0.021560997556202156,cvrp100_13068.json,0
"[""route_membership_ambiguous""]",unstable_matrix,True,0.21921966541419025,cvrp_s7799_n20-50-100_x66667_cvrp100_13104,0.07434343434343435,False,False,0.18,0.06202020202020202,0.06202020202020202,100,2,True,18.223054650289367,False,True,19.466818219199155,True,18.003834984875176,4,4,0.001743377739400041,18.03522247001164,True,9103,18.003834984875176,175269169,11,c76f7e1923bde8b9279323416879dace960f215e74552ac4a27385a4a07ea5e2,40.09326679999867,pyvrp,40.0,0.01202979794667461,cvrp100_13104.json,0
"[""pyvrp_cost_not_converged"", ""route_membership_ambiguous""]",unstable_cost,False,0.5616512767639392,cvrp_s7799_n20-50-100_x66667_cvrp100_13277,0.11313131313131314,False,False,0.0,0.0,0.0,100,1,True,16.86532165068471,False,True,17.633515702233066,True,16.30367037392077,4,4,0.003158989803757607,16.35517350239581,False,9104,16.30367037392077,3729826963,10,5d89c39b330341b2f93cb36a24d1dae825e46abceafa10bd2f4bde464ac2286b,40.1520445999995,pyvrp,40.0,0.03330213845883793,cvrp100_13277.json,0
"[""pyvrp_cost_not_converged""]",unstable_cost,False,0.11745599956206121,cvrp_s7799_n20-50-100_x66667_cvrp100_1365,0.0496969696969697,True,False,0.2,0.04404040404040404,0.04404040404040404,100,2,True,14.443561294345365,False,True,14.930401048063475,True,14.326105294783304,4,4,0.009088436809361182,14.456307197479196,False,9101,14.326105294783304,1052050792,10,6ef1816d90646e59e9ebb96a5c2357fe35a672360b90eaa0f2749fa04319d03a,40.16400330000033,pyvrp,40.0,0.008132066404429292,cvrp100_1365.json,0
"[""accepted""]",not_selected,True,0.17612531264190068,cvrp_s7799_n20-50-100_x66667_cvrp100_13668,0.06383838383838383,True,True,0.0,0.0,0.0,100,4,False,12.605351916878856,False,False,,False,12.429226604236955,4,4,5.336209388274378e-05,12.4298898537939,True,9103,12.429226604236955,510200786,11,a1ae099adc99937bc5d4edf13aaf5ad357f9ac11722c645e46b752f53d8c0229,40.084431700001005,pyvrp,40.0,0.013972264622462847,cvrp100_13668.json,0
"[""accepted""]",not_selected,True,0.15899414125327205,cvrp_s7799_n20-50-100_x66667_cvrp100_13914,0.06404040404040404,True,True,0.0,0.0,0.0,100,4,False,15.109700242519715,False,False,,False,14.950706101266443,4,4,2.3762848756016667e-16,14.950706101266446,True,9101,14.950706101266443,219337195,10,4e3ea7f91b75c457a8f3f70e3774fb4031418ebb52e562b3f969b9a455691d27,40.087130799998704,pyvrp,40.0,0.010522653573619669,cvrp100_13914.json,0
"[""accepted""]",stable_control,True,0.22029128434205525,cvrp_s7799_n20-50-100_x66667_cvrp100_14073,0.07171717171717172,True,True,0.0,0.0,0.0,100,4,False,13.24086231045573,False,True,13.925954927289089,True,13.020571026113675,4,4,3.3603887010772934e-05,13.021008567911252,True,9101,13.020571026113675,3122583477,11,ad6869e891ca3053b26b7bcaf4b061493e58b41d0688d99c7a4b77797b759df7,40.08950250000271,pyvrp,40.0,0.016637230957994395,cvrp100_14073.json,0
"[""accepted""]",not_selected,True,0.2867296032115263,cvrp_s7799_n20-50-100_x66667_cvrp100_14183,0.07333333333333333,True,True,0.0,0.0,0.0,100,4,False,16.520767613671264,False,False,,False,16.234038010459738,4,4,6.565304965735799e-16,16.23403801045975,True,9103,16.234038010459738,2955295754,11,fcced9579941d7f3758782a3ce866964ea8c8456206e970f7f5c054809495a97,40.08803739999712,pyvrp,40.0,0.01735570706619297,cvrp100_14183.json,0
"[""accepted""]",not_selected,True,0.22622806594890932,cvrp_s7799_n20-50-100_x66667_cvrp100_14550,0.07292929292929293,True,True,0.0,0.0,0.0,100,3,False,18.514298414258867,False,False,,False,18.288070348309958,4,4,0.0016880536335583147,18.318941591912193,True,9102,18.288070348309958,3583044475,10,e0ae12f7e5283f20d51916d6430387aaa97c6b75fc7a7bc65be9863025230abb,40.08981610000046,pyvrp,40.0,0.012219100118569914,cvrp100_14550.json,0
"[""pyvrp_cost_not_converged"", ""route_membership_ambiguous""]",unstable_cost,False,0.25113652781339724,cvrp_s7799_n20-50-100_x66667_cvrp100_1463,0.06121212121212121,False,False,0.0,0.0,0.0,100,1,True,14.762507522941299,False,True,15.35686354837236,True,14.511370995127901,4,4,0.00776343748023731,14.624029116601106,False,9104,14.511370995127901,1752729121,11,a92be0aa347ab5005c6f67870ae68f18a89d6f1bb46778cebf760bb9043b598e,40.07700090000071,pyvrp,40.0,0.01701177983639466,cvrp100_1463.json,0
"[""pyvrp_cost_not_converged"", ""route_membership_ambiguous""]",unstable_cost,False,0.4441234600918982,cvrp_s7799_n20-50-100_x66667_cvrp100_14895,0.08242424242424243,False,False,0.0,0.0,0.0,100,1,True,16.366047181656455,False,True,16.82036150589794,True,15.921923721564557,4,4,0.004549563675389834,15.994361527370515,False,9104,15.921923721564557,390807769,10,548f5fdd10fab75d76a86cccbc6c537ce1d65ff1e074fc3a130de6be132e0202,40.08510050000041,pyvrp,40.0,0.027136880100754247,cvrp100_14895.json,0
"[""route_membership_ambiguous""]",unstable_matrix,True,0.1956525006344627,cvrp_s7799_n20-50-100_x66667_cvrp100_15241,0.06484848484848485,False,False,0.25,0.05858585858585859,0.03905723905723906,100,4,True,16.25054059582392,False,True,17.18686666514278,True,16.054888095189458,4,4,8.057093194339836e-05,16.056181652485535,True,9101,16.054888095189458,2436427781,10,cd564217b92d31f61d7cd033a86c2c63b4bb236be4f154de9bdafadf6a7319cb,40.08848139999827,pyvrp,40.0,0.012039753353481772,cvrp100_15241.json,0
"[""route_membership_ambiguous""]",unstable_matrix,True,0.1802733046972982,cvrp_s7799_n20-50-100_x66667_cvrp100_1559,0.06828282828282828,False,False,0.2,0.06787878787878789,0.04555555555555555,100,4,True,16.668086235478167,False,True,17.57550428409377,True,16.48781293078087,4,4,0.0008642612899904461,16.502062709253547,True,9104,16.48781293078087,3583882354,12,d122507ed9c0fa495564931f7027df1657aacc5e086ae21eeb293439c97812ce,40.08479839999927,pyvrp,40.0,0.01081547708300098,cvrp100_1559.json,0
"[""pyvrp_cost_not_converged"", ""route_membership_ambiguous""]",unstable_cost,False,0.22852701788870888,cvrp_s7799_n20-50-100_x66667_cvrp100_15642,0.09757575757575758,False,False,0.0,0.0,0.0,100,1,True,16.38268104029383,False,True,16.88315254987802,True,16.15415402240512,4,4,0.0027272097756070434,16.198209789171685,False,9102,16.15415402240512,3127712701,11,a30fc738ed75edf40ca28a88294484d5c0b7a449d7b1018b976aac2af47358fb,40.140135100002226,pyvrp,40.0,0.013949305203869743,cvrp100_15642.json,0
"[""accepted""]",stable_control,True,0.3344958988651445,cvrp_s7799_n20-50-100_x66667_cvrp100_15722,0.050505050505050504,True,True,0.13,0.0026262626262626263,0.001750841750841751,100,3,False,15.916216587279514,False,True,16.793616186705435,True,15.58172068841437,4,4,0.004249360454809557,15.647933036125606,True,9102,15.58172068841437,253755561,11,a117a0cd3d358d9ba421eec9f09c76a9ccca58271e700334cdb6b14fcb9b40cd,40.07651629999964,pyvrp,40.0,0.02101604341904211,cvrp100_15722.json,0
"[""accepted""]",not_selected,True,0.2317051342476315,cvrp_s7799_n20-50-100_x66667_cvrp100_15824,0.06727272727272728,True,True,0.0,0.0,0.0,100,4,False,16.10506514325334,False,False,,False,15.87336000900571,4,4,3.357241639562964e-16,15.873360009005715,True,9101,15.87336000900571,3230056606,10,bc3b2d5de1b92a4d78cdb8dfbc823129c9c375e1f1851f8bcf287feb68e59743,40.08727200000067,pyvrp,40.0,0.014387096990085528,cvrp100_15824.json,0
"[""accepted""]",stable_control,True,0.31201119047790904,cvrp_s7799_n20-50-100_x66667_cvrp100_16092,0.10626262626262627,True,True,0.0,0.0,0.0,100,2,False,15.997801122599043,False,True,16.402781533927726,True,15.685789932121134,4,4,0.001988275963863847,15.716977611217388,True,9102,15.685789932121134,3278503202,11,05d3fde25e006b8d309093ec7344021fcd4bc03584ea891b24c24b3f9deea5e4,40.08763539999927,pyvrp,40.0,0.019503379751180386,cvrp100_16092.json,0
